200
0.1449560009	0.7812966700	0.5850068955
0.1109999226	0.7063582328	0.5832412528
0.8656347463	0.4257691700	0.5234382167
0.2905568496	0.6239763456	0.1733061804
0.2916584955	0.9310200808	0.5923133227
0.2004435266	0.2155020099	0.4452555475
0.5201763674	0.7435027222	0.9357206455
0.9160640043	0.8134356642	0.4712597037
0.8338434043	0.8863105524	0.5727224460
0.4893084795	0.6398999768	0.1504285187
0.3808273868	0.7417330444	0.3664064236
0.6325963757	0.8023710803	0.4638930493
0.2019844429	0.9675319357	0.6355782000
0.0878491435	0.7137046854	0.4972054749
0.0134124902	0.2965216729	0.8558658474
0.6675209377	0.9724751297	0.9801327862
0.4278860251	0.7657233876	0.2352745138
0.8517510028	0.4561036219	0.0032623544
0.5821770302	0.4317672589	0.1112645741
0.4459926524	0.1627671332	0.7070978734
0.2638307779	0.8187772452	0.0960062353
0.0068070897	0.2423299497	0.9253407495
0.5108296593	0.7357611109	0.4198252055
0.2821209656	0.5623831143	0.7730593138
0.0522481609	0.8448921224	0.1781557644
0.3994311849	0.4395818682	0.2339365032
0.3357371835	0.1259414685	0.6426006835
0.5182756933	0.2421879950	0.6708111854
0.9452829222	0.9899904341	0.0820902517
0.4316547950	0.5627335791	0.4234125809
0.0051116752	0.4908635503	0.7505602210
0.3386685263	0.0691742010	0.0847403896
0.9981720156	0.7442168394	0.8584792819
0.2973144026	0.5705478618	0.0917157674
0.3046360237	0.9295297533	0.0751275686
0.1558181354	0.9322066453	0.0960158478
0.6951924353	0.1140134808	0.4241289520
0.6444100437	0.6453328280	0.0417233592
0.2232317353	0.3799711622	0.2181118240
0.9950694583	0.7171215631	0.8071868756
0.6053470735	0.9483240850	0.0416362573
0.4126882288	0.8920383456	0.3219371184
0.6328954727	0.3703475883	0.2572735998
0.7527283674	0.9427051621	0.4634028236
0.2144410748	0.7925518852	0.5170148118
0.7262201064	0.0909067497	0.8696990402
0.0572139880	0.9057436329	0.4466683673
0.1140058754	0.0430864057	0.2497720911
0.4774532722	0.3801447645	0.8281438210
0.4821138571	0.2177863509	0.2809592875
0.8420016683	0.0306471805	0.8163697488
0.6770253071	0.3604715535	0.3060230398
0.9843337234	0.4727088430	0.2013757555
0.8047211249	0.9450703618	0.4688694196
0.5517195345	0.2741649716	0.8554522916
0.5973577870	0.1991826895	0.1825578893
0.3361611205	0.6403756315	0.9494271920
0.7353336341	0.1478355320	0.1043841463
0.0707050919	0.9654433587	0.6915156520
0.2699066054	0.5343857749	0.4882354243
0.1059385654	0.5556577526	0.2595548237
0.0827776149	0.1152848371	0.2135041284
0.3951769832	0.5101284681	0.7147032249
0.9626208872	0.8015673359	0.2481375019
0.0896052838	0.7056514453	0.2180533148
0.5740912402	0.9664050638	0.9586511329
0.4207211162	0.8240579841	0.5039117297
0.0835042448	0.0206654095	0.2928246826
0.2624332443	0.4800910244	0.2853468257
0.6320118712	0.8935424718	0.4286803202
0.0334140887	0.5639938836	0.0436663272
0.5830388939	0.7979205505	0.5246530798
0.0724950239	0.5168202135	0.8492125862
0.5471034895	0.7108393805	0.8909726292
0.6287506641	0.5956242106	0.1279015862
0.0068918966	0.6275513852	0.6661657618
0.4709670776	0.6290015944	0.0872002630
0.3222556936	0.3925118669	0.7703364895
0.5655950327	0.2921023249	0.1917148297
0.2100185923	0.1488052674	0.5760271875
0.5694487245	0.2665127186	0.6759434962
0.1364999257	0.4673439008	0.8592647132
0.2866825021	0.6003794007	0.6816667717
0.2526539664	0.4520321138	0.7910860707
0.7080534324	0.1533032935	0.6589741592
0.8504187404	0.3593236851	0.1243633539
0.9666593106	0.5854584932	0.5703644277
0.9187310974	0.4010208896	0.9852404989
0.8629826652	0.9480752719	0.0959871148
0.0313833791	0.3028787336	0.4123935346
0.6417164862	0.8524127734	0.5553031314
0.3748761101	0.3127208395	0.2027735969
0.3421226572	0.7494001033	0.6676413170
0.8038284567	0.6685609392	0.8025161278
0.5988606258	0.4575345243	0.8249105625
0.2602191875	0.7485231975	0.2023208797
0.6888064519	0.7134032087	0.9060131244
0.5276976645	0.7283682786	0.2216205071
